Data Ricerca,Priorita',Distanza da Vedano Olona (km),Lat,Lon,Categoria,Sottocategoria,Nome Attivita',Comune,Indirizzo,Provincia,Telefono,Email,Sito Web,Ha Sito Web,Opportunita' Web,Fonte,OSM URL,Note
2026-04-08 14:11:36,ALTISSIMA,1.31,45.786098,8.896152,Ristorazione,Ristorante,Kiri,N/D,N/D,Varese,+390332861783,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/way/1318535213,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,1.41,45.767049,8.874272,Ristorazione,Ristorante,Albergo Ristorante Marone,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/way/1267134725,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,1.42,45.764274,8.888376,Sanita',Veterinario,Ferroni,Vedano Olona,"Via per Venegono 24, 21040 Vedano Olona",Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/way/928216584,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,1.50,45.78629,8.871723,Artigiani,Carpenter,Casa del Mobile,N/D,Via Piave 24/b,Varese,+39 0332 425 562,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/7913725779,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,1.53,45.790395,8.889499,Ristorazione,Fast Food,McDonald's,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/way/195939170,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,1.57,45.790856,8.888512,Artigiani,Photographic Laboratory,visiva Communication,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/12556443290,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,1.61,45.791212,8.889185,Ristorazione,Ristorante,Papillon,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/12556362306,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,1.62,45.791239,8.889052,Sanita',Dentista,InsubriaMed,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/12556362305,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,1.73,45.789616,8.872637,Ristorazione,Ristorante,"Ristorante Atlantide dei fratelli Canova, dal 1992",N/D,"Via del Bollerino 3, 21046",Varese,+390332861496,N/D,https://ristoranteatlantide.com/,SI,MEDIA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/13417408201,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,1.74,45.789635,8.872623,Ristorazione,Ristorante,Atlantide,N/D,Via del Bollerino 3,Varese,N/D,N/D,https://ristoranteatlantide.com/,SI,MEDIA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/13420009601,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,1.77,45.790437,8.873464,Ristorazione,Gelateria,Gelateria Solstizio,Malnate,"Via Isola Bella 22, 21046 Malnate",Varese,+39 331 419 6017,N/D,https://www.gelateriasolstizio.it/,SI,MEDIA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/13011703392,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,1.84,45.793396,8.887323,Ristorazione,Ristorante,Ristorante pizzeria Chariot,N/D,N/D,Varese,N/D,info@ristorantechariot.it,http://www.ristorantechariot.it,SI,BASSA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/2388217968,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,1.85,45.793459,8.887655,Beauty & Benessere,Parrucchiere,Immagine & Stile Acconciature,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/2388217967,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,1.91,45.761039,8.876043,Ristorazione,Bar,Bar Mirò,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/3027118503,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,1.94,45.788725,8.867212,Ristorazione,Ristorante,La Locanda del Chierichetto,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/way/146031870,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,1.98,45.760628,8.875405,Ristorazione,Ristorante,Da Rosella,N/D,N/D,Varese,+39 0331 859275,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/4271588951,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,2.13,45.782042,8.859173,Servizi Professionali,Azienda,Pasolini Costruzioni s.r.l,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/12135995541,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,2.14,45.795478,8.87855,Ristorazione,Caffetteria,Caffè della stazione,Malnate,"Piazza Antonio Bianchi Luraschi 2, 21046 Malnate",Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/3716927794,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,2.14,45.7946,8.874567,Ospitalita',Camping,La Famiglia,N/D,Via Nizza 2,Varese,+39 0332 427696,N/D,https://www.ffcim.org/it/,SI,MEDIA,OpenStreetMap / Overpass,https://www.openstreetmap.org/way/343234218,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,2.15,45.78258,8.859044,Artigiani,Joiner,Aldo Colombo,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/13235099316,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,2.16,45.796251,8.883543,Fitness & Sport,Centro Fitness,Centro Élite Fitness,N/D,"Via Martiri Patrioti 64, 21046",Varese,+39 375 553 0991,N/D,https://centroelitefitness.com/,SI,MEDIA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/13002469801,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,2.19,45.757584,8.891236,Ristorazione,Gelateria,Buosi,Venegono Superiore,"Via Francesco Baracca 18, 21040 Venegono Superiore",Varese,+39 0331 857492,venegono@buosi.it,https://www.buosi.it/,SI,BASSA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/4269848400,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,2.21,45.775375,8.857207,Sanita',Farmacia,Dispensario farmaceutico di Lozza,Lozza,"Piazza Roma 1, 21040 Lozza",Varese,+39 351 676 5652,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/12587608744,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,2.25,45.757971,8.875463,Ristorazione,Caffetteria,Bar Calimero,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/3027118502,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,2.28,45.756798,8.891552,Ristorazione,Gelateria,Ice Dream,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/7925650463,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,2.28,45.775431,8.856334,Ristorazione,Ristorante,Pub Pizzeria Ristorante La Piazzetta,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/693213721,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,2.40,45.756247,8.876667,Ristorazione,Ristorante,Trattoria Il Marinaio,Castiglione Olona,"Via Cesare Battisti 69, 21043 Castiglione Olona",Varese,+39 0331 858194,N/D,https://trattoriailmarinaio.it/,SI,MEDIA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/3027118530,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,2.40,45.798342,8.888951,Sanita',Veterinario,Ambulatorio Veterinario Brolpito-Donaggio,Malnate,"Via Montello 1, 21046 Malnate",Varese,+39 0332 428356,ambulatoriovetassociatobd@gmail.com,https://www.ambulatoriovetbrolpitodonaggio.com/,SI,BASSA,OpenStreetMap / Overpass,https://www.openstreetmap.org/way/1154973353,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,2.44,45.79862,8.881193,Artigiani,Photographer,Nuova Fotografia,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/12278675159,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,2.49,45.756516,8.872427,Beauty & Benessere,Parrucchiere,Acconciature Grazia,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/4242954647,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,2.52,45.755373,8.875507,Sanita',Dentista,Conconi Claudio,N/D,Via papa Celestino quarto 3,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/7347291164,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,2.53,45.755314,8.875243,Ristorazione,Ristorante,For Pizza,N/D,Via papa Celestino quarto 1,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/7347270669,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,2.54,45.799407,8.87974,Ristorazione,Fast Food,Istanbul 3,Malnate,"Via Mauro Conconi 8, Malnate",Varese,+39 349 1923430,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/2895199144,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,2.54,45.759644,8.864222,Ristorazione,Bar,L'oasi latina,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/3039266235,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,2.57,45.755108,8.87447,Ristorazione,Caffetteria,Caffè Lucioni,Castiglione Olona,"Via papa Celestino quarto 20, Castiglione Olona",Varese,+39 0331 857411,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/3027118496,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,2.58,45.754913,8.875051,Sanita',Veterinario,Flavio Cervini,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/4268013407,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,2.58,45.79961,8.878374,Artigiani,Upholsterer,Bernasconi,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/12541802839,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,2.58,45.761449,8.860727,Fitness & Sport,Centro Sportivo,Arcieri di Castiglione Olona,N/D,N/D,Varese,N/D,N/D,http://www.arciericastiglioneolona.it/,SI,MEDIA,OpenStreetMap / Overpass,https://www.openstreetmap.org/way/366000360,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,2.59,45.799757,8.878858,Beauty & Benessere,Parrucchiere,Colpi di Testa,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/12541802840,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,2.59,45.75499,8.874258,Artigiani,Shoemaker,Gino,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/3028796679,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,2.60,45.799641,8.877871,Beauty & Benessere,Parrucchiere,Macchi Barbieria,N/D,"Via Varese 6, 21046",Varese,+39 0332 143 2961,N/D,https://www.macchibarbieria.com/,SI,MEDIA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/13002604201,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,2.61,45.799829,8.878546,Ristorazione,Bar,Sartorelli,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/4262898894,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,2.61,45.754933,8.87384,Sanita',Farmacia,Farmacia Assisi,Castiglione Olona,"Via papa Celestino quarto 4bis, 21040 Castiglione Olona",Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/3027040770,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,2.62,45.755359,8.899195,Sanita',Farmacia,Agostinini,N/D,Piazza San Giorgio 10,Varese,+39 0331 857016,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/5420711592,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,2.62,45.79992,8.878247,Sanita',Optician,Ottica Benzoni,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/12541802838,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,2.63,45.753513,8.890769,Sanita',Optician,Ottica Bignetti,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/7444825655,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,2.64,45.755795,8.869985,Servizi Professionali,Assicurazioni,Alleanza,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/4242618396,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,2.64,45.758196,8.86462,Ristorazione,Ristorante,Locanda alla Collegiata,N/D,N/D,Varese,+39 340 969 8769,N/D,https://www.locandaallacollegiata.com/,SI,MEDIA,OpenStreetMap / Overpass,https://www.openstreetmap.org/way/298912979,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,2.68,45.800646,8.879901,Ristorazione,Ristorante,Osteria degli Angeli,N/D,Via Giuseppe Brusa 5,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/4907623824,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,2.71,45.752949,8.892274,Ristorazione,Bar,La Casa Del Popolo,Venegono Superiore,"Via Cesare Battisti 50, 21040 Venegono Superiore",Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/4905438637,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,2.72,45.753304,8.876516,Ristorazione,Bar,Tappo12,Castiglione Olona,"Via Cesare Battisti 58, 21043 Castiglione Olona",Varese,+39 329 6270329,posteriatappo12@gmail.com,https://www.posteriatappo12.com,SI,BASSA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/12000326082,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,2.73,45.754751,8.870568,Ristorazione,Caffetteria,Bar dell'oratorio,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/4581165660,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,2.74,45.801337,8.880635,Sanita',Hearing Aids,Progetto Udire,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/12460951027,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,2.75,45.800983,8.877236,Ristorazione,Ristorante,Cucina Barzetti,N/D,N/D,Varese,N/D,N/D,https://www.facebook.com/cucinabarzetti,SI,MEDIA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/12150563315,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,2.79,45.753787,8.871705,Ristorazione,Caffetteria,Mercado café,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/3027040766,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,2.81,45.755493,8.866343,Ospitalita',Affittacamere,Corte delle stalle,Castiglione Olona,"Via Camillo Benso Conte di Cavour 1, 21043 Castiglione Olona",Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/7347198259,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,2.82,45.755692,8.865743,Ristorazione,Caffetteria,Al nostro,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/3027118499,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,2.82,45.753618,8.87133,Beauty & Benessere,Parrucchiere,Acconciature Antonella,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/4242618395,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,2.82,45.75362,8.871262,Artigiani,Watchmaker,Cereda,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/3027040769,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,2.83,45.755454,8.865997,Ristorazione,Pub,Old Inn Pub,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/3027118500,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,2.84,45.752458,8.875166,Ristorazione,Caffetteria,Il chiosco,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/way/271623547,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,2.84,45.751975,8.877995,Ristorazione,Ristorante,Elisir,Castiglione Olona,"Via Cesare Battisti 17, 21043 Castiglione Olona",Varese,+39 0331 824954,info@ristorante-elisir.it,http://lnx.ristorante-elisir.it,SI,BASSA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/7347291159,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,2.85,45.755052,8.866506,Ristorazione,Ristorante,La Dislocanda Ristorante Sociale,Castiglione Olona,"Via Roma 40, 21043 Castiglione Olona",Varese,+39 0331 1390442,ladislocandars@gmail.com,https://www.ladislocanda.it/,SI,BASSA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/3039266234,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,2.90,45.757453,8.860725,Ristorazione,Ristorante,Osteria Piccolo Stelvio,Gornate Superiore,"Via delle Madonne 1, Gornate Superiore",Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/5563693070,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,2.90,45.80153,8.873295,Ristorazione,Ristorante,Ristorante Regina,N/D,Via Varese 32,Varese,+39 0332 425596,N/D,http://www.ristoranteregina.va.it,SI,MEDIA,OpenStreetMap / Overpass,https://www.openstreetmap.org/way/266790074,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,2.93,45.751335,8.876602,Fitness & Sport,Centro Sportivo,Piscina New Swim,N/D,N/D,Varese,N/D,N/D,https://www.newswim.it/,SI,MEDIA,OpenStreetMap / Overpass,https://www.openstreetmap.org/way/298491986,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,2.98,45.750607,8.878354,Ristorazione,Bar,Caffè Battisti,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/3027122935,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,2.99,45.753556,8.866583,Ristorazione,Caffetteria,Chiosco del castello,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/2432640016,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,3.00,45.787895,8.850253,Ristorazione,Ristorante,"Pizzeria ""Senza Nome""",N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/1111361276,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,3.01,45.789867,8.851484,Artigiani,Upholsterer,Corbani Davide,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/13396293893,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,3.04,45.802368,8.871363,Ristorazione,Ristorante,Crotto Valtellina,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/way/266790719,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,3.06,45.74984,8.878627,Ristorazione,Bar,Garden Cafè,N/D,Via Cesare Battisti 13,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/3027118532,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,3.08,45.788904,8.849746,Ristorazione,Bar,Skipperbar,Varese,"Viale Luigi Borri 301, 21100 Varese",Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/13188994358,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,3.08,45.790677,8.851117,Ristorazione,Ristorante,La Piazza,N/D,N/D,Varese,N/D,N/D,https://www.facebook.com/luisgross21/,SI,MEDIA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/13411139748,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,3.12,45.789064,8.84933,Ristorazione,Ristorante,Al Vecchio Convento,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/3818003974,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,3.14,45.79425,8.853696,Ristorazione,Ristorante,La Vechia Cantina,N/D,N/D,Varese,N/D,N/D,https://www.lavecchiacantinavarese.it/?_gl=1*kofe91*_up*MQ..*_ga*NDcyMTAxOTg5LjE3NjU4ODQ1NDg.*_ga_23LNSPS7Q6*czE3NjU4ODQ1NDckbzEkZzEkdDE3NjU4ODQ1NjgkajM5JGwwJGgw,SI,MEDIA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/13381079680,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,3.17,45.792025,8.850987,Sanita',Farmacia,Baraldi,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/13397170159,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,ALTISSIMA,3.21,45.748962,8.875283,Fitness & Sport,Centro Sportivo,Palafassi,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/way/298586834,Verificare contatto commerciale e stato sito web
